Free Form,Job1,Job2,Job3,Score1,Score2,Score3
accounting manager financial reporting,financial accounting manager,accounting and financial reporting manager,financial analyst accounting manager,0.9748884439468384,0.9747507572174072,0.965851902961731
accounting operations manager,accounting operations manager,accounting services manager,operations accounting manager,0.9999998807907104,0.9866936802864075,0.9865638613700867
accounting reporting manager,accounting and reporting manager,accounting operations manager,accounting project manager,0.987456738948822,0.9774924516677856,0.9740497469902039
accounting student,accounting instructor,accounting intern,accounting graduate assistant,0.9158962965011597,0.9134435653686523,0.9124419093132019
accounting supervisor,accounting supervisor,accounting operations supervisor,accounting services supervisor,1.000000238418579,0.9825212359428406,0.9749411344528198
accounts payable accountant,accounts payable accountant,accounts payable accounts receivable accountant,accounts receivable accountant,0.9999999403953552,0.9798704981803894,0.9749305248260498
accounts payable administrative assistant,accounts payable administrative assistant,accounts payable assistant,accounts payable administrator assistant,1.0,0.9828099012374878,0.9811407327651978
accounts payable clerk,accounts payable clerk,accounts payable accounts receivable clerk,accounts receivable clerk,1.0,0.9658838510513306,0.9610438346862793
accounts payable coordinator,accounts payable coordinator,accounts payable accounts receivable coordinator,accounts payable administrator,0.9999999403953552,0.9739421606063843,0.9737526178359985
accounts payable specialist,accounts payable specialist,accounts payable accounts receivable specialist,accounts receivable specialist,1.000000238418579,0.9690684080123901,0.9642249345779419
accounts receivable and collections specialist contract,accounts receivable and collections specialist,accounts receivable collection specialist,accounts receivable collections representative,0.9580295085906982,0.9187671542167664,0.91219562292099
accounts receivable and human resources coordinator,accounts receivable coordinator,human resources account manager,accounts receivable collections coordinator,0.9337455034255981,0.9258167743682861,0.9238112568855286
accounts receivable collections specialist,accounts receivable collection specialist,accounts receivable and collections specialist,accounts receivable specialist,0.9931850433349609,0.9772469997406006,0.9729156494140625
accounts receivable coordinator,accounts receivable coordinator,accounts receivable collections coordinator,accounts payable accounts receivable coordinator,1.0,0.9795050621032715,0.9765986204147339
